Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location
2192,5,4,4,7,1,1
1606,3,0,5,12,2,1
6544,7,3,1,13,2,1
2188,2,2,0,9,0,1
4694,3,0,3,9,2,1
3785,4,0,5,12,2,1
3397,0,0,3,9,1,1
3368,2,3,0,10,1,1
3560,1,1,2,10,2,1
6483,6,3,4,5,0,1
2701,0,0,3,9,1,1
2315,7,4,1,14,2,1
735,4,1,5,2,2,1
4742,4,1,5,2,1,1
4597,0,2,3,16,2,1
3933,0,1,3,13,1,0
3573,5,4,4,7,2,1
5548,2,3,0,10,2,0
6142,5,4,3,7,2,0
1654,5,4,4,7,2,1
5929,3,2,3,16,2,1
5192,1,4,2,13,2,1
1413,4,4,5,8,0,1
2123,3,3,0,10,1,1
4732,3,0,3,9,2,1
2857,1,3,2,15,2,0
6457,5,1,4,15,2,1
1679,0,0,3,9,2,1
1205,2,2,0,9,0,1
2840,7,3,1,13,1,1
1731,3,4,5,12,0,1
6902,2,1,0,6,2,1
3868,3,2,3,16,2,0
6017,7,4,1,14,1,1
543,4,2,5,4,2,1
4529,3,2,3,16,2,1
3616,0,4,3,16,1,1
3904,2,4,0,12,2,1
6430,3,0,3,9,1,1
1536,7,0,1,1,2,0
6415,6,3,4,5,2,1
4789,5,3,4,5,2,0
570,0,1,3,13,1,0
2245,3,1,3,13,0,1
5807,5,1,4,15,1,1
6573,0,1,3,13,0,0
5136,0,1,3,13,0,1
59,4,0,5,12,2,0
908,3,1,3,13,0,1
6479,0,4,3,4,1,1
6363,3,2,3,16,0,1
294,5,1,4,15,2,1
4323,4,4,5,8,1,1
903,1,4,2,2,1,1
5957,4,3,5,7,1,1
4554,3,1,3,13,2,1
3639,7,3,1,13,2,1
8,4,3,5,7,2,0
6205,3,0,3,9,2,1
5264,7,1,1,9,0,1
4546,2,0,0,0,2,1
1934,4,0,5,12,0,1
5336,3,3,3,3,1,0
5261,1,0,2,6,1,0
6135,1,2,2,13,2,0
1483,0,4,3,4,2,0
254,2,1,0,6,0,1
2485,3,4,3,4,1,1
6305,7,3,1,13,1,1
6007,6,3,4,5,2,1
5196,2,4,0,12,0,1
607,1,3,2,15,2,1
2814,7,1,1,9,1,0
4619,7,0,1,1,0,1
2936,3,0,4,10,2,0
6851,7,2,1,11,2,1
4612,6,3,4,5,0,1
5011,2,3,0,10,0,0
6912,4,2,5,4,0,1
5795,4,4,5,8,1,0
2734,3,3,3,3,2,0
3125,4,1,5,2,2,1
3718,0,1,3,13,2,1
1206,4,4,5,8,2,1
3000,5,1,4,15,0,0
6681,1,3,2,15,0,0
632,1,1,2,10,2,1
1673,3,3,3,13,1,0
3497,1,4,2,2,0,1
6197,1,4,2,2,2,1
6138,5,1,4,15,2,1
1759,4,0,5,12,2,0
5464,7,0,1,1,2,0
6330,4,2,5,4,0,0
5231,2,2,0,13,1,1
5519,3,0,3,9,0,1
4491,0,2,3,16,0,0
1972,7,0,1,13,0,1
1672,6,2,4,3,2,0
6597,0,2,3,16,1,1
1173,1,0,2,6,2,1
4561,6,2,4,3,2,0
2140,3,0,3,9,2,1
3561,4,1,5,2,2,1
4543,4,4,5,13,1,0
568,4,4,5,8,2,0
827,3,3,3,3,2,1
919,5,0,4,10,2,0
2578,5,3,4,5,2,0
1383,5,0,4,10,2,0
7011,5,2,4,3,2,1
5763,4,2,5,4,1,1
1695,6,0,4,10,2,1
173,3,2,1,11,2,1
633,4,2,5,4,1,1
2826,1,1,2,10,2,0
2795,7,2,1,11,2,1
4527,1,2,2,13,0,1
4153,3,4,3,4,0,0
6300,5,3,4,5,2,1
2285,2,2,0,9,0,1
2062,1,4,2,2,1,1
791,1,4,2,2,0,1
4022,5,2,4,3,1,1
2536,7,0,1,1,1,1
3850,0,4,3,4,2,0
2635,0,1,3,13,1,1
462,2,1,0,6,0,1
1490,0,1,3,13,2,1
4847,2,4,0,12,2,1
4712,5,3,4,5,2,1
1062,4,3,5,7,0,0
6861,2,2,0,9,0,1
2260,3,4,3,4,2,1
2744,2,3,0,10,2,1
4262,4,4,5,8,1,1
3579,0,3,3,3,0,0
3446,0,0,3,9,2,0
3644,6,2,4,13,0,1
1824,1,1,2,10,1,1
3553,4,1,5,2,0,0
3602,7,3,1,13,0,0
2221,0,1,3,13,0,1
6393,3,4,3,4,1,1
2751,3,4,4,7,2,0
5613,3,1,4,15,0,1
2495,3,1,3,13,1,1
3197,1,1,2,10,2,0
2429,2,0,0,0,2,1
4955,4,4,5,8,1,1
2983,4,4,5,8,2,0
1193,7,4,1,14,0,0
4523,7,4,1,14,1,1
5204,7,1,1,9,2,0
642,6,1,4,15,2,0
3498,3,2,3,16,2,1
3847,5,2,4,3,1,1
3424,2,3,0,10,0,1
5923,4,3,5,7,2,0
50,7,1,1,9,1,1
6513,5,4,4,7,0,0
5667,7,4,1,14,0,1
1439,6,0,4,10,2,0
5867,1,4,2,2,1,1
5769,3,1,3,13,1,1
1260,0,0,3,9,0,1
5000,6,0,4,10,1,0
2317,1,2,2,13,0,1
3216,1,4,2,2,0,1
1203,2,1,0,6,1,1
3985,3,1,3,13,2,0
234,7,2,1,11,1,0
4011,7,1,1,13,0,1
653,5,4,4,7,2,0
5285,2,4,0,12,2,0
1703,6,1,4,15,2,1
4239,4,4,5,8,1,1
671,6,4,4,7,1,0
6462,3,4,3,4,2,1
4425,6,1,4,15,2,0
7015,1,4,2,2,2,0
3672,2,0,0,0,0,1
1928,0,3,3,3,1,0
2447,5,4,4,7,0,0
797,0,1,3,13,0,0
3292,2,2,0,13,2,1
5165,5,2,4,3,2,1
6557,7,1,3,13,0,0
1678,4,0,5,12,2,1
5653,5,4,4,7,2,1
2361,3,4,3,4,2,1
4250,3,1,3,13,0,0
4826,6,4,4,7,1,0
354,7,1,1,9,2,0
6615,3,4,3,4,0,0
2096,0,0,3,9,2,1
4098,3,4,3,4,1,0
1254,3,0,3,9,0,0
3730,4,1,5,2,1,1
5520,7,0,1,1,2,1
1628,7,4,1,14,2,1
3945,3,3,3,3,2,1
2764,7,0,1,1,2,0
3833,5,0,4,10,1,0
4572,3,0,3,9,1,0
6676,4,0,5,12,2,1
1078,3,3,3,3,1,1
4118,4,3,5,7,2,1
3600,5,0,4,10,2,1
393,6,1,4,15,0,1
6930,6,1,4,15,2,1
6776,3,0,3,9,2,1
5254,2,0,0,0,1,1
6102,0,1,3,13,0,1
5817,1,4,2,2,0,0
2788,0,1,3,13,2,1
1339,2,4,0,12,0,1
3256,1,3,2,15,2,1
3966,2,1,0,6,2,1
4398,5,2,4,3,2,1
1737,1,2,2,13,2,0
4102,4,0,5,12,1,1
4043,6,0,4,10,0,0
5004,3,2,3,16,2,0
5711,2,4,0,12,0,1
6082,6,0,4,10,2,1
154,0,3,3,3,0,1
3236,3,2,5,4,0,0
3588,5,1,4,15,0,0
5394,7,4,1,14,1,1
4012,0,1,3,13,1,1
3975,1,2,2,13,2,1
5360,0,2,3,16,2,1
1175,5,4,4,7,1,1
1241,3,1,1,9,2,1
785,4,4,5,8,2,1
4573,1,4,2,2,0,1
4469,6,1,4,15,0,1
6165,6,3,4,5,2,0
4745,0,3,3,3,1,1
7009,1,3,2,15,2,1
3654,5,0,4,10,1,1
3838,5,2,4,3,1,1
1465,6,4,4,7,2,0
1621,3,4,3,4,1,0
5382,5,0,4,10,0,1
4887,5,1,4,15,1,1
4443,1,1,2,10,0,0
6905,4,4,5,8,0,0
6596,5,2,4,3,0,0
5574,3,3,3,3,2,0
6843,2,4,0,12,0,0
1409,1,0,2,6,2,1
3332,3,4,3,3,2,1
5021,2,3,0,10,0,0
6484,5,4,4,7,1,1
5733,6,4,4,7,1,1
5258,1,2,2,13,2,1
701,2,0,0,0,1,1
2370,7,0,1,1,2,0
4084,3,1,3,13,2,1
428,1,2,2,13,2,0
1420,7,1,1,9,2,1
2608,3,0,3,9,2,1
5013,3,4,3,4,2,1
407,1,4,2,13,2,1
2866,1,2,2,13,2,0
5474,2,4,0,12,2,1
1480,5,0,4,10,2,1
372,4,1,5,2,1,1
1670,2,1,0,6,2,1
5023,7,0,1,1,2,1
1730,4,3,5,13,1,1
6275,1,1,3,10,1,1
858,3,1,4,15,0,0
5039,0,1,3,13,2,0
6103,7,4,1,14,2,0
2963,3,0,3,9,0,0
685,2,0,0,0,1,1
5898,3,1,4,15,2,1
467,6,4,4,7,2,1
1270,2,3,0,10,0,1
3103,2,4,0,12,0,0
2689,4,0,5,12,1,1
6641,4,3,5,7,1,1
6973,2,1,0,6,2,1
3276,1,0,2,6,1,1
949,5,4,4,7,0,0
885,0,3,3,3,0,0
3407,3,3,2,15,0,1
3618,2,1,0,6,2,1
1269,6,2,4,3,1,0
4936,0,4,3,4,0,1
6436,4,4,5,8,1,0
3783,6,2,4,3,2,0
1310,6,0,4,10,2,0
2929,6,3,4,13,1,1
6491,0,4,3,4,2,0
4126,0,4,3,4,0,1
3558,3,2,3,16,1,1
1243,5,0,4,10,1,1
4846,6,4,4,7,1,1
6416,1,2,2,13,2,1
3575,6,2,4,3,0,0
1030,7,1,1,9,1,1
6710,5,4,4,7,0,0
4415,0,0,3,9,0,1
4604,3,2,3,16,2,0
1306,7,4,1,14,2,0
6269,1,2,3,13,2,0
5402,5,3,4,5,0,1
316,3,3,3,3,2,0
6563,4,3,5,7,2,1
4145,1,2,2,13,0,1
6010,3,1,3,13,1,1
3133,7,3,1,13,2,0
952,0,3,3,3,2,0
1742,4,3,5,7,2,0
5008,0,4,3,4,0,1
6076,2,3,0,10,1,1
1784,7,0,1,1,0,1
6232,1,4,2,2,0,1
5473,7,0,1,1,2,1
4648,3,0,3,9,2,1
4844,1,4,2,2,2,0
5147,2,2,0,9,2,1
5934,5,4,4,7,2,1
5852,6,3,4,5,2,1
2232,4,4,5,12,2,1
563,5,4,4,7,0,0
179,4,2,5,4,1,0
3501,6,3,4,5,1,1
1002,4,3,5,7,2,1
1815,6,3,4,5,2,1
3447,4,3,5,7,1,0
156,3,2,3,16,0,1
647,3,0,3,9,1,1
3273,3,0,3,9,2,0
1362,5,4,4,7,2,0
463,3,0,3,9,0,1
6661,1,3,2,15,2,0
917,6,1,4,15,2,0
5723,3,4,3,4,1,1
3127,2,1,0,6,2,0
5986,0,0,3,9,1,0
4198,7,4,1,14,2,0
1105,7,2,1,11,0,1
1309,5,3,4,5,2,1
3245,6,3,4,5,1,1
2073,1,0,2,6,2,1
5,1,0,2,6,2,1
433,3,4,3,4,0,0
4966,1,4,2,2,2,0
5094,7,4,1,14,2,1
4367,3,3,3,3,2,1
4333,6,4,4,7,2,1
6561,6,3,3,5,2,1
6503,3,4,3,4,0,0
325,0,2,3,16,2,1
4168,5,2,4,3,0,1
4140,7,1,1,9,2,0
5366,1,0,2,6,2,1
629,5,0,4,10,1,1
4891,6,2,4,3,0,0
4696,3,2,3,16,0,1
2422,3,4,3,4,2,1
6160,1,0,2,6,2,1
983,5,1,4,15,0,0
3631,7,2,1,11,2,0
5048,3,2,3,16,2,1
5431,3,2,3,16,2,1
5798,0,3,3,3,2,0
3091,3,3,4,5,2,1
1353,5,1,4,15,0,1
842,1,2,2,13,1,0
5830,7,4,1,14,0,1
3698,4,0,5,12,2,1
1712,6,3,4,5,2,0
3981,1,4,2,2,0,1
436,1,1,2,10,0,1
6901,2,1,0,6,1,0
4978,1,1,2,10,0,1
4315,6,1,4,15,0,1
2387,0,4,3,4,1,0
2596,1,4,2,2,2,0
4157,0,1,3,13,1,1
479,2,2,0,9,2,1
3781,5,4,4,7,2,0
2518,2,0,0,0,2,1
1121,4,3,5,7,2,1
6183,7,3,1,13,2,1
2999,6,2,4,3,1,1
1775,4,4,5,8,2,1
5838,3,4,3,4,2,1
6271,3,0,3,9,2,0
3950,5,3,4,5,0,0
2173,5,0,4,10,2,1
2458,4,1,5,2,0,0
4841,0,2,3,16,1,0
5577,6,0,4,10,2,1
6038,3,3,3,3,1,1
3533,5,0,4,10,1,1
7032,3,3,3,3,1,1
4676,6,2,4,3,2,1
2462,6,4,4,7,2,1
4189,0,4,3,4,2,1
5335,4,3,5,7,0,1
2101,2,3,0,10,2,0
2401,7,1,1,9,2,1
5637,3,3,3,3,1,1
194,3,3,3,3,1,1
314,1,2,2,13,1,1
3797,6,2,4,3,2,1
3824,1,0,2,6,2,1
6757,1,4,2,2,2,1
5317,1,4,2,2,2,1
6811,0,0,3,9,0,0
645,3,2,3,16,2,0
1146,1,0,2,6,2,1
2392,4,0,5,12,2,1
2702,6,1,4,15,0,0
688,3,1,3,13,2,0
2300,2,1,0,6,2,1
1617,7,2,1,11,2,1
6105,0,3,3,3,1,1
1311,6,0,4,10,2,0
3546,3,2,3,16,1,0
243,1,0,2,6,2,1
6481,6,1,4,15,1,0
6775,3,1,3,13,0,1
4071,0,4,3,4,2,1
2115,2,0,0,0,2,0
3247,5,0,4,10,0,0
3158,2,2,0,9,2,0
4066,4,4,5,8,2,1
5980,6,2,4,3,2,0
4825,4,2,5,4,1,1
6217,1,0,2,6,2,1
3231,2,3,0,10,2,1
6703,7,2,1,11,1,0
4187,3,3,3,3,2,0
3039,5,2,4,3,0,1
3806,5,4,4,7,2,1
3626,1,2,2,13,0,0
616,7,1,1,9,2,1
4052,4,0,5,12,1,0
6871,1,2,2,13,1,1
3214,4,3,5,7,0,1
2838,0,2,3,16,2,1
4778,5,4,4,7,1,1
830,1,3,2,15,2,0
3587,0,0,3,9,2,1
1267,4,0,5,12,2,1
134,5,0,4,10,2,1
2791,7,2,1,11,2,1
6916,5,1,4,15,1,0
1841,6,4,4,7,1,1
4838,5,4,3,7,2,1
499,1,0,2,6,1,1
4177,1,3,2,15,1,1
4494,4,0,5,12,1,1
2937,5,4,4,7,2,1
115,3,3,3,3,2,0
5851,2,2,0,9,2,0
3856,6,4,4,7,1,1
288,6,3,4,5,1,1
4446,1,4,2,2,2,1
4085,3,4,3,4,1,1
435,4,3,5,7,2,1
3105,0,3,3,3,0,1
5730,7,2,1,11,0,1
2409,4,2,5,4,1,1
2316,4,0,5,12,1,0
2243,6,3,4,5,2,0
4787,1,1,2,10,2,0
278,3,0,3,9,0,0
6093,6,0,4,10,0,0
2341,3,3,3,3,2,1
5761,4,1,5,2,2,1
1728,7,1,1,9,1,1
4103,3,0,3,9,2,1
4400,3,0,3,9,2,0
3593,5,4,4,7,1,1
4223,1,0,2,6,2,0
3822,7,2,1,11,2,1
334,1,4,2,2,2,1
1774,0,1,3,13,2,1
5117,5,0,4,10,1,1
4050,1,1,2,10,2,0
2233,0,1,3,13,0,0
5265,2,1,3,6,2,1
2571,4,4,5,8,2,0
4805,3,0,3,9,2,1
1358,5,1,4,15,2,1
5743,2,0,0,0,0,1
5045,5,2,4,3,1,0
6172,2,1,0,6,2,1
4916,6,2,4,3,1,0
1492,3,2,3,16,2,1
3913,5,4,4,7,2,1
4057,0,2,3,16,2,1
4585,2,3,0,10,2,1
5293,3,4,3,4,2,1
1963,1,4,2,2,2,1
3528,0,0,3,9,2,1
1449,1,4,2,10,2,1
6885,4,1,5,2,0,1
1089,3,3,3,3,0,1
5505,1,4,2,2,2,1
5267,4,2,5,4,0,0
487,0,0,3,9,2,0
1406,7,1,1,9,1,1
3345,7,4,1,14,2,1
5527,3,3,3,3,2,1
2529,7,0,1,1,2,0
365,3,1,3,13,1,0
2545,7,1,1,9,2,1
1793,4,1,5,2,1,1
1272,4,4,5,8,0,1
1776,7,2,1,11,0,1
5339,5,4,4,7,2,1
6284,6,1,4,15,2,1
6840,3,3,3,13,0,0
2835,4,2,5,4,0,1
2439,3,2,3,16,1,1
6087,1,3,2,15,1,0
6361,6,4,4,7,1,1
4460,2,3,0,10,2,0
2810,0,1,3,13,2,1
2330,3,4,3,4,2,1
6348,0,3,3,13,2,1
3078,4,4,5,8,0,1
7020,3,2,4,3,2,1
4462,3,4,3,4,2,1
2028,5,2,4,3,2,0
264,1,3,2,15,2,0
1624,6,0,4,10,2,0
2856,3,4,3,4,0,1
887,3,4,2,6,2,1
6741,7,0,1,13,2,0
556,3,1,3,13,1,0
2242,4,0,5,12,2,1
2488,7,3,1,13,2,1
2328,4,4,5,8,1,1
6638,3,4,3,4,2,0
1640,2,3,0,10,1,0
808,0,0,3,9,0,1
4904,4,2,5,4,0,0
3241,5,4,4,3,1,1
270,0,3,3,3,1,1
5828,4,3,5,7,1,1
2644,6,3,4,5,1,0
2941,2,3,0,10,0,1
3741,7,1,1,9,2,1
5398,6,0,4,10,1,1
648,6,3,4,5,2,1
1864,5,2,4,3,0,1
6473,6,1,4,15,1,1
5018,6,1,4,15,1,1
180,0,3,3,3,1,1
4008,6,3,4,5,1,1
3510,6,4,4,7,1,0
3865,2,2,0,9,0,1
4464,5,1,4,15,1,0
1431,5,2,4,3,0,1
6184,5,2,4,3,1,1
1596,1,3,2,13,2,1
1758,5,2,4,3,1,1
4378,7,1,1,9,2,1
3834,3,1,3,13,0,1
3057,0,1,3,13,2,1
1075,7,2,1,11,1,1
6582,1,2,2,13,2,0
6508,6,1,4,15,2,1
3488,2,1,0,6,2,1
898,6,2,4,3,2,1
340,6,0,4,10,2,1
1168,3,0,3,9,0,1
70,3,2,3,16,0,1
3435,5,4,4,7,2,0
3161,3,1,3,13,1,0
3652,5,2,4,3,2,1
6720,4,2,5,4,2,0
4642,6,4,4,7,2,1
4709,4,2,5,4,1,0
4116,3,1,1,9,0,0
3344,0,0,3,9,1,0
1913,0,4,3,4,1,1
4594,1,4,2,2,2,1
6022,5,4,4,7,1,0
2828,7,1,1,9,0,1
6297,2,4,0,12,1,1
2557,4,4,5,8,2,0
2443,6,3,4,5,2,1
6213,2,3,0,10,1,1
5319,1,3,2,15,1,1
4028,3,4,3,4,1,1
1200,6,2,4,3,0,1
1294,0,1,3,13,2,1
549,3,1,3,13,0,1
957,4,4,5,8,2,1
4855,5,0,4,10,1,1
6900,2,0,0,0,2,1
6804,1,4,2,10,1,1
4217,4,0,5,12,2,0
3377,0,0,3,9,2,1
383,1,2,2,13,2,1
4613,1,3,2,15,2,1
2287,1,2,2,13,2,1
6104,7,2,1,11,1,1
5033,4,4,3,8,1,1
1977,6,4,4,7,0,1
5310,6,0,4,10,2,0
637,1,1,2,10,2,1
1395,2,0,0,0,2,1
1761,4,1,5,2,2,1
1197,2,0,0,0,2,1
2976,6,3,4,5,2,1
210,6,4,4,7,0,1
2136,4,4,5,8,2,1
3055,4,1,5,2,2,1
1903,3,1,3,13,2,1
6175,1,3,2,15,1,1
5750,7,3,1,13,2,1
1810,4,3,5,7,1,0
866,7,0,1,1,0,1
1033,4,3,5,7,0,0
6286,1,2,2,13,2,1
2561,4,4,5,8,2,1
1028,2,1,0,6,2,1
2164,4,1,5,2,2,0
5212,6,1,4,15,2,1
4541,7,1,1,9,1,1
2399,5,0,4,10,1,1
3983,4,4,5,4,1,0
4641,7,3,1,13,1,1
3352,4,3,5,7,1,1
1873,1,4,2,2,0,1
3813,6,3,4,5,0,1
6873,1,1,2,10,2,1
3174,5,4,3,7,0,1
5230,0,1,3,13,2,1
355,1,0,2,6,0,0
3671,4,1,5,2,1,0
1923,2,2,0,9,1,1
4149,6,0,4,10,1,1
6835,7,2,1,11,1,0
6695,4,2,5,4,0,1
3313,6,3,3,5,1,1
27,5,3,4,5,1,1
3572,3,1,2,10,2,1
2889,1,3,2,15,0,1
6404,2,1,0,6,1,1
6658,6,0,4,10,0,1
2741,2,2,0,9,0,0
3097,5,0,4,10,2,1
1791,2,4,0,12,1,1
1436,6,0,4,10,2,1
6954,2,2,0,9,2,1
2291,2,0,0,0,2,0
1060,1,4,2,2,2,1
5970,7,4,1,14,2,0
6955,4,3,5,7,2,1
3871,6,4,4,7,2,0
2732,6,3,4,5,0,1
4638,0,1,3,13,2,1
6997,6,4,4,7,0,1
4278,5,4,4,7,1,0
4625,6,3,4,5,2,1
5779,7,4,1,14,1,1
6820,5,4,4,7,2,1
4155,7,3,1,13,2,0
4051,1,1,2,10,0,0
3069,0,1,3,13,0,0
6723,3,2,3,16,0,0
880,0,2,3,16,1,1
1786,0,2,3,16,2,0
5383,7,2,1,11,0,0
6408,1,0,2,6,2,0
1597,4,0,5,12,1,1
6982,6,3,4,5,2,0
3576,2,3,0,10,0,1
3844,5,2,4,13,1,1
1255,0,3,3,3,2,1
2579,0,4,3,4,2,0
1874,7,0,1,1,1,1
4351,1,1,2,10,2,1
6651,2,1,0,6,2,1
6370,3,4,4,7,1,0
3936,5,1,4,15,2,1
4034,2,4,0,12,1,1
149,7,2,1,11,2,1
5585,3,1,3,13,1,1
2143,2,3,0,10,2,1
3635,3,0,5,12,0,1
4215,1,3,2,15,2,1
3665,2,4,0,12,2,0
4631,3,4,3,4,2,1
3583,3,0,3,9,1,1
1514,4,1,5,2,0,1
1781,4,4,5,8,2,1
813,5,0,4,10,1,0
4684,1,2,2,13,1,1
2183,4,1,5,2,2,1
4649,4,0,5,12,2,1
5902,1,3,2,15,2,1
4473,3,4,3,4,1,1
3852,4,0,5,12,0,0
2163,0,3,3,3,0,1
2807,0,2,3,16,2,1
5688,5,0,4,10,2,0
1381,1,2,2,13,2,0
2398,3,0,2,6,1,0
1826,7,1,1,9,1,1
2029,6,0,4,10,0,0
7028,5,3,4,5,2,1
1429,0,2,3,16,0,1
6798,0,4,3,4,2,1
4339,5,1,4,15,1,1
2302,4,3,5,7,2,0
3907,1,2,2,13,2,0
2501,7,4,1,14,0,1
4348,4,4,5,8,1,1
3337,1,3,2,15,2,0
3629,2,4,0,12,2,1
6732,3,2,0,13,2,1
3441,2,1,0,6,2,1
4393,3,0,3,9,2,1
2125,7,2,1,11,0,1
1557,2,3,0,10,0,1
458,0,0,3,9,2,1
640,6,0,4,10,0,1
2920,7,0,1,1,2,1
3475,6,0,4,10,2,1
5741,6,0,4,10,0,0
2729,4,1,5,2,0,1
882,1,4,2,2,2,1
5534,2,3,0,10,1,1
1196,4,3,5,7,1,0
4185,3,0,3,9,2,1
406,0,3,3,3,1,1
5281,2,1,0,6,2,1
4427,3,0,3,9,1,1
3641,2,3,0,10,2,1
2312,5,4,4,7,0,1
5531,1,3,2,15,1,1
4717,3,1,0,6,0,0
4568,6,1,4,15,2,1
3310,7,2,1,11,2,1
3678,5,3,4,5,2,1
6925,5,3,4,5,1,0
6161,6,1,4,15,2,0
6238,0,4,3,13,0,1
4046,1,1,2,10,1,1
4819,6,2,4,3,2,0
6838,5,2,4,3,2,0
1463,1,0,2,6,0,0
1871,7,2,1,11,0,0
719,5,3,4,5,1,0
6085,7,4,1,14,2,1
3121,4,0,5,12,1,0
6656,0,3,3,3,2,1
4476,4,3,5,7,1,0
789,4,4,5,8,0,1
3663,1,0,2,6,0,0
4188,0,3,3,3,2,0
3504,6,2,4,3,0,0
2457,3,1,3,13,2,0
2251,3,2,5,4,1,0
4834,3,1,3,13,1,1
3986,3,1,3,13,2,1
4454,2,0,0,0,2,1
2325,0,1,3,13,1,1
1760,4,0,5,12,1,1
6073,7,1,1,9,0,0
7034,3,4,3,4,2,0
910,0,4,3,4,2,1
2595,0,3,3,3,1,0
2500,2,4,0,12,1,1
541,2,4,0,12,2,1
421,6,4,4,7,2,0
2001,4,4,5,8,2,1
6212,2,4,0,12,2,0
5209,7,3,1,13,2,0
1512,7,3,3,13,0,1
960,1,3,2,15,0,1
221,2,0,0,0,2,1
5118,2,4,0,12,2,1
2450,2,2,0,9,2,1
680,4,4,5,8,0,1
3650,0,1,3,13,0,0
2716,6,3,4,5,0,1
5542,4,3,5,7,0,0
6694,4,0,5,12,2,1
1389,2,2,0,9,2,1
5408,1,4,2,2,2,1
5170,4,2,5,4,2,1
1852,3,4,3,4,0,1
358,7,2,1,11,2,1
2886,2,2,0,9,1,0
4484,2,1,0,6,1,0
2189,7,1,3,9,1,0
1802,0,1,3,13,1,0
4254,4,4,3,8,1,0
3732,7,4,1,14,2,1
91,3,0,3,9,1,1
1341,1,2,2,13,2,1
6636,2,1,0,6,0,1
6779,3,3,3,3,0,0
1682,7,1,1,9,2,0
4767,1,4,2,2,0,0
4830,2,0,0,0,2,1
3729,3,1,3,13,2,0
4485,5,3,4,5,2,1
995,0,0,3,9,0,1
5594,1,3,2,13,1,1
6962,1,3,2,15,0,0
2181,5,4,4,7,2,1
5999,4,2,5,4,1,1
6927,1,2,2,13,2,1
6191,5,3,4,5,1,0
3674,5,0,4,10,1,0
2753,4,1,5,2,1,1
9,2,3,0,10,0,1
3484,6,3,4,5,0,1
1560,3,0,3,9,2,0
3065,6,2,4,3,2,1
979,1,0,2,6,2,1
3129,5,3,3,5,2,0
6671,1,2,2,13,2,1
4061,5,2,4,3,2,1
3566,0,2,3,16,1,0
4019,1,4,2,2,0,1
6683,2,1,0,6,2,1
4265,3,4,3,4,2,0
596,1,2,2,13,2,1
3761,6,0,4,10,1,1
1982,3,0,3,9,1,1
2301,2,2,0,9,2,1
5751,0,3,3,3,2,1
224,7,3,1,13,0,0
5747,4,0,5,12,0,1
4487,1,2,2,13,2,1
2215,4,4,5,8,1,0
5968,0,4,3,4,1,1
2699,1,2,2,13,2,0
3250,7,2,1,11,2,1
3115,3,4,3,4,2,0
6155,3,4,3,4,0,1
1813,2,3,0,10,2,1
3685,4,3,5,7,0,0
3448,5,2,4,3,2,1
145,3,3,3,3,0,0
3281,6,3,4,5,0,0
2051,7,0,1,1,2,1
2342,5,3,4,5,1,1
6264,6,1,4,15,2,0
2622,6,1,4,15,2,1
985,7,1,1,9,2,1
2685,1,1,2,10,1,1
4574,2,1,0,6,2,1
5931,3,4,3,4,0,0
6042,7,0,1,1,0,1
2451,6,2,4,3,2,1
1151,1,0,2,6,1,0
3869,5,1,4,15,1,1
251,1,1,2,10,2,1
914,3,1,3,13,2,0
6611,1,3,2,15,2,1
1677,3,2,3,16,2,0
3825,4,0,5,13,1,0
235,7,0,1,1,0,1
1246,0,4,3,4,2,1
22,6,1,4,15,2,1
1277,3,0,3,9,0,1
6863,1,0,2,6,1,0
3429,2,1,0,6,2,1
5449,4,3,5,7,0,1
4551,3,0,3,9,2,1
3638,5,3,4,5,0,1
5181,0,0,3,9,1,1
474,2,3,0,10,1,1
6188,5,3,4,5,0,0
1740,1,3,2,15,2,1
3465,3,0,3,9,2,1
4205,3,0,3,9,1,0
5345,5,4,4,7,2,0
1550,0,1,3,13,1,1
1955,2,3,0,10,2,1
969,3,1,3,13,1,1
3610,6,0,4,10,1,1
6699,5,0,4,10,2,1
1622,2,0,0,0,1,1
3689,6,3,4,5,2,1
3363,4,0,5,12,2,0
176,4,4,5,8,2,0
6842,0,0,3,9,1,0
2802,2,2,0,9,1,1
2148,5,1,4,15,1,1
412,6,1,4,15,2,1
17,2,3,0,10,2,1
6222,4,2,5,4,2,1
2964,3,4,3,4,2,1
3442,0,4,3,4,0,1
6419,0,4,3,4,1,0
1533,0,1,3,13,0,0
146,0,3,3,3,2,1
2340,3,0,3,9,2,1
3396,2,4,0,13,2,0
1844,1,4,2,2,2,1
6846,7,1,1,9,2,1
225,2,2,0,9,1,0
5847,6,1,3,15,2,1
2376,4,4,5,8,2,0
4991,5,3,4,5,0,0
3937,6,3,4,5,0,1
1133,5,3,4,5,2,0
5025,4,0,5,12,2,1
92,1,3,2,15,2,1
2253,7,3,1,13,2,1
218,7,1,1,9,2,0
5190,2,0,0,0,1,1
501,4,3,5,7,2,1
3178,7,2,1,11,0,0
1435,4,1,5,2,2,1
6075,3,1,3,13,1,1
6368,1,4,2,13,2,1
6993,1,2,2,13,2,1
6759,0,2,3,16,0,1
5275,7,2,1,11,1,1
3473,3,2,4,3,1,1
1669,3,2,3,16,0,1
1954,3,2,3,16,2,0
5518,1,1,2,10,2,1
4193,0,4,3,4,2,1
4857,1,4,2,10,2,1
1333,3,1,3,13,1,1
4064,5,1,3,15,1,1
6426,2,4,0,12,2,0
